"outcomeId","analysisId","targetId","comparatorId","rr","ci95lb","ci95ub","p","target","comparator","targetDays","comparatorDays","eventsTarget","eventsComparator","logRr","seLogRr","type","targetEffectSize","estimate","outcomeName","y"
24,1,1395058,974166,0.887737856773883,0.757960731890931,1.06084581173654,0.499625312006999,10910,152241,1440040,19817586,357,5576,-0.0374166860069196,0.0554256065945146,"Adjusting for
blood pressure",NA,"Calibrated","Abdominal pain",56.9
24,1,974166,1395058,1.06637844775477,0.87542206099894,1.35758301241383,0.499625312006999,152241,10910,19817586,1440040,5576,357,0.0374166860069196,0.0554256065945146,"Adjusting for
blood pressure",NA,"Calibrated","Abdominal pain",56.9
24,1,1395058,974166,0.939151461558022,0.84471895306885,1.04096436579809,0.238788244902092,12148,176216,1596654,22675030,384,6206,-0.0627785118677066,0.0532915060736597,"Original",NA,"Uncalibrated","Abdominal pain",57.1
24,1,974166,1395058,1.03812550309781,0.932850525718122,1.15922779130194,0.499625312006999,152241,10910,19817586,1440040,5576,357,0.0374166860069196,0.0554256065945146,"Adjusting for
blood pressure",NA,"Uncalibrated","Abdominal pain",56.9
25,1,1395058,974166,0.874325355367391,0.646909355035887,1.15448410493794,0.363385007908466,13243,182711,1800878,24765321,50,817,-0.134302712452463,0.147758499919413,"Adjusting for
blood pressure",NA,"Uncalibrated","Abnormal weight gain",55.9
25,1,974166,1395058,1.20140689486377,0.901713493727607,1.675016962343,0.186252837548886,209516,14640,28027285,1978760,901,52,0.190758551028434,0.144323183851294,"Original",NA,"Calibrated","Abnormal weight gain",56.1
25,1,1395058,974166,0.785613303222865,0.606898210317806,1.03421376761351,0.186252837548886,14640,209516,1978760,28027285,52,901,-0.190758551028434,0.144323183851294,"Original",NA,"Calibrated","Abnormal weight gain",56.1
25,1,1395058,974166,0.826332081097694,0.615737572771746,1.08415627799413,0.186252837548886,14640,209516,1978760,28027285,52,901,-0.190758551028434,0.144323183851294,"Original",NA,"Uncalibrated","Abnormal weight gain",56.1
25,1,974166,1395058,1.21016722317208,0.922376248053614,1.62406850616326,0.186252837548886,209516,14640,28027285,1978760,901,52,0.190758551028434,0.144323183851294,"Original",NA,"Uncalibrated","Abnormal weight gain",56.1
25,1,1395058,974166,0.818186097707203,0.624343027915903,1.09239990927225,0.363385007908466,13243,182711,1800878,24765321,50,817,-0.134302712452463,0.147758499919413,"Adjusting for
blood pressure",NA,"Calibrated","Abnormal weight gain",55.9
25,1,974166,1395058,1.1437389912818,0.866187759296831,1.54581162293522,0.363385007908466,182711,13243,24765321,1800878,817,50,0.134302712452463,0.147758499919413,"Adjusting for
blood pressure",NA,"Uncalibrated","Abnormal weight gain",55.9
25,1,974166,1395058,1.15679618676794,0.858216827873961,1.63768895688016,0.363385007908466,182711,13243,24765321,1800878,817,50,0.134302712452463,0.147758499919413,"Adjusting for
blood pressure",NA,"Calibrated","Abnormal weight gain",55.9
26,1,974166,1395058,0.824441722556286,0.647583427865647,1.06734026736063,0.129911273923161,186071,13484,25342876,1834879,850,69,-0.193048821643974,0.12747108467318,"Adjusting for
blood pressure",NA,"Uncalibrated","Abnormal weight loss",54.9
26,1,1395058,974166,1.20895040983571,0.947494188033217,1.51965838012967,0.115376305088192,14883,212976,2012427,28608493,77,966,0.189752553285795,0.120517529775058,"Original",NA,"Uncalibrated","Abnormal weight loss",55.1
26,1,974166,1395058,0.874559497335865,0.687012402703589,1.14822177915445,0.115376305088192,212976,14883,28608493,2012427,966,77,-0.189752553285795,0.120517529775058,"Original",NA,"Calibrated","Abnormal weight loss",55.1
26,1,1395058,974166,1.07788423694351,0.839151912086541,1.41918801988666,0.129911273923161,13484,186071,1834879,25342876,69,850,0.193048821643974,0.12747108467318,"Adjusting for
blood pressure",NA,"Calibrated","Abnormal weight loss",54.9
26,1,1395058,974166,1.21294200989656,0.936908341772625,1.5442025798836,0.129911273923161,13484,186071,1834879,25342876,69,850,0.193048821643974,0.12747108467318,"Adjusting for
blood pressure",NA,"Uncalibrated","Abnormal weight loss",54.9
26,1,974166,1395058,0.82716378758323,0.658042631867481,1.05541544489658,0.115376305088192,212976,14883,28608493,2012427,966,77,-0.189752553285795,0.120517529775058,"Original",NA,"Uncalibrated","Abnormal weight loss",55.1
26,1,1395058,974166,1.08018094741474,0.854775418347368,1.39864124633811,0.115376305088192,14883,212976,2012427,28608493,77,966,0.189752553285795,0.120517529775058,"Original",NA,"Calibrated","Abnormal weight loss",55.1
26,1,974166,1395058,0.878625620796743,0.678160489568471,1.17958498497639,0.129911273923161,186071,13484,25342876,1834879,850,69,-0.193048821643974,0.12747108467318,"Adjusting for
blood pressure",NA,"Calibrated","Abnormal weight loss",54.9
27,1,974166,1395058,0.980256686642048,0.459368925137041,2.54392992731122,0.963574553047878,188565,13677,25816866,1872680,81,6,-0.0199408164689746,0.436643669883107,"Adjusting for
blood pressure",NA,"Uncalibrated","Acute pancreatitis",52.9
27,1,974166,1395058,1.0508133550185,0.511107803089958,2.25493660597475,0.944525613203826,215787,15092,29137736,2052642,92,6,0.0302533113600944,0.434780563598417,"Original",NA,"Calibrated","Acute pancreatitis",53.1
27,1,1395058,974166,0.931667657301962,0.450128800532752,1.97337835214808,0.963574553047878,13677,188565,1872680,25816866,6,81,0.0199408164689746,0.436643669883107,"Adjusting for
blood pressure",NA,"Calibrated","Acute pancreatitis",52.9
27,1,1395058,974166,1.02014096269579,0.393092588464863,2.17689953603561,0.963574553047878,13677,188565,1872680,25816866,6,81,0.0199408164689746,0.436643669883107,"Adjusting for
blood pressure",NA,"Uncalibrated","Acute pancreatitis",52.9
27,1,974166,1395058,1.01619953951939,0.489648948209285,2.20944964862154,0.963574553047878,188565,13677,25816866,1872680,81,6,-0.0199408164689746,0.436643669883107,"Adjusting for
blood pressure",NA,"Calibrated","Acute pancreatitis",52.9
27,1,974166,1395058,1.03071559285623,0.485149787277086,2.66715109111704,0.944525613203826,215787,15092,29137736,2052642,92,6,0.0302533113600944,0.434780563598417,"Original",NA,"Uncalibrated","Acute pancreatitis",53.1
27,1,1395058,974166,0.898540946608114,0.438164184075535,1.88317441920602,0.944525613203826,15092,215787,2052642,29137736,6,92,-0.0302533113600944,0.434780563598417,"Original",NA,"Calibrated","Acute pancreatitis",53.1
27,1,1395058,974166,0.970199739802996,0.374931890184439,2.06121908372365,0.944525613203826,15092,215787,2052642,29137736,6,92,-0.0302533113600944,0.434780563598417,"Original",NA,"Uncalibrated","Acute pancreatitis",53.1
28,1,974166,1395058,0.660805876946672,0.471848104064675,0.954121742735278,0.0210889119628812,188118,13658,25743075,1867615,332,36,-0.414295163130486,0.179629360901635,"Adjusting for
blood pressure",NA,"Uncalibrated","Acute renal failure",51.9
28,1,1395058,974166,1.51330373243745,1.04808428024415,2.11932609538033,0.0210889119628812,13658,188118,1867615,25743075,36,332,0.414295163130486,0.179629360901635,"Adjusting for
blood pressure",NA,"Uncalibrated","Acute renal failure",51.9
28,1,1395058,974166,1.29863890973765,0.934243015531917,1.86045745798504,0.0210889119628812,13658,188118,1867615,25743075,36,332,0.414295163130486,0.179629360901635,"Adjusting for
blood pressure",NA,"Calibrated","Acute renal failure",51.9
28,1,974166,1395058,0.700810421380602,0.508135012941635,0.994648705889012,0.0379939322175799,215305,15067,29053113,2046423,390,39,-0.355517868779025,0.171340502921006,"Original",NA,"Uncalibrated","Acute renal failure",52.1
28,1,1395058,974166,1.24091595140138,0.910492350532599,1.74081377031186,0.0379939322175799,15067,215305,2046423,29053113,39,390,0.355517868779025,0.171340502921006,"Original",NA,"Calibrated","Acute renal failure",52.1
28,1,974166,1395058,0.729575007896162,0.527719459756092,1.03830841947066,0.0210889119628812,188118,13658,25743075,1867615,332,36,-0.414295163130486,0.179629360901635,"Adjusting for
blood pressure",NA,"Calibrated","Acute renal failure",51.9
28,1,974166,1395058,0.761575286723558,0.560628340837969,1.06227699942265,0.0379939322175799,215305,15067,29053113,2046423,390,39,-0.355517868779025,0.171340502921006,"Original",NA,"Calibrated","Acute renal failure",52.1
28,1,1395058,974166,1.42691941999092,1.00538008452563,1.96798089982212,0.0379939322175799,15067,215305,2046423,29053113,39,390,0.355517868779025,0.171340502921006,"Original",NA,"Uncalibrated","Acute renal failure",52.1
29,1,1395058,974166,0.966168835674789,0.597806915312089,1.59742022741435,0.823198643231406,13702,188863,1876582,25861540,14,225,0.0631212382160404,0.282506531317277,"Adjusting for
blood pressure",NA,"Calibrated","All-cause mortality",50.9
29,1,974166,1395058,1.03706818591283,0.623969745232716,1.87566359509442,0.89685669125858,216113,15118,29185681,2056633,246,14,0.0363976801357372,0.280774524395789,"Original",NA,"Uncalibrated","All-cause mortality",51.1
29,1,974166,1395058,1.05620175649585,0.65436160464484,1.77490740804867,0.89685669125858,216113,15118,29185681,2056633,246,14,0.0363976801357372,0.280774524395789,"Original",NA,"Calibrated","All-cause mortality",51.1
29,1,974166,1395058,0.979968639399894,0.60251022398771,1.66210954877789,0.823198643231406,188863,13702,25861540,1876582,225,14,-0.0631212382160404,0.282506531317277,"Adjusting for
blood pressure",NA,"Calibrated","All-cause mortality",50.9
29,1,1395058,974166,1.0651559690129,0.587264023427557,1.77735175372455,0.823198643231406,13702,188863,1876582,25861540,14,225,0.0631212382160404,0.282506531317277,"Adjusting for
blood pressure",NA,"Uncalibrated","All-cause mortality",50.9
29,1,1395058,974166,0.893915664085496,0.558242460957956,1.46078619211879,0.89685669125858,15118,216113,2056633,29185681,14,246,-0.0363976801357372,0.280774524395789,"Original",NA,"Calibrated","All-cause mortality",51.1
29,1,974166,1395058,0.938829644757768,0.562634828983311,1.70281161472061,0.823198643231406,188863,13702,25861540,1876582,225,14,-0.0631212382160404,0.282506531317277,"Adjusting for
blood pressure",NA,"Uncalibrated","All-cause mortality",50.9
29,1,1395058,974166,0.964256751468848,0.533144644175738,1.60264180697902,0.89685669125858,15118,216113,2056633,29185681,14,246,-0.0363976801357372,0.280774524395789,"Original",NA,"Uncalibrated","All-cause mortality",51.1
30,1,974166,1395058,0.235004861602438,0.0753827986092538,0.738950073755853,0.0110955653371026,216068,15114,29181235,2056012,11,3,-1.76447128096092,0.694762743911035,"Original",NA,"Calibrated","Anaphylactoid reaction",50.1
30,1,974166,1395058,0.236999001985233,0.0755931310279079,0.750789622463756,0.0114852501486357,188820,13698,25856995,1875961,11,3,-1.75244968597024,0.693331756529924,"Adjusting for
blood pressure",NA,"Calibrated","Anaphylactoid reaction",49.9
30,1,1395058,974166,5.76871692612746,1.27266926337635,19.2772765471279,0.0114852501486357,13698,188820,1875961,25856995,3,11,1.75244968597024,0.693331756529924,"Adjusting for
blood pressure",NA,"Uncalibrated","Anaphylactoid reaction",49.9
30,1,1395058,974166,4.03457900496664,1.27695924284235,14.9921683524376,0.0110955653371026,15114,216068,2056012,29181235,3,11,1.76447128096092,0.694762743911035,"Original",NA,"Calibrated","Anaphylactoid reaction",50.1
