"targetId","targetName","comparatorId","comparatorName","targetSubjects","comparatorSubjects","targetSubjectsWithBp","comparatorSubjectsWithBp","covariateId","beforeMatchingMeanTarget","beforeMatchingMeanComparator","beforeMatchingSumTarget","beforeMatchingSumComparator","beforeMatchingSd","afterMatchingMeanTarget","afterMatchingMeanComparator","afterMatchingSumTarget","afterMatchingSumComparator","afterMatchingSd","covariateName","beforeMatchingStdDiff","afterMatchingStdDiff","targetType","comparatorType"
4,"Angiotensin receptor blockers (ARBs)",10,"Dihydropyridine calcium channel blockers (dCCB)",207097,227899,173215,199141,3004249,139.505071731663,143.273936557515,24164371,28531715,20.0359133172224,140.231697159061,142.50187648222,24164371,28531715,20.0310744734908,"BP systolic",-0.188105466727686,-0.113332878182002,"Single","Single"
4,"Angiotensin receptor blockers (ARBs)",10,"Dihydropyridine calcium channel blockers (dCCB)",207097,227899,173215,199141,3012888,82.6161764281384,84.6261794406978,14310361,16852542,13.5144370709138,82.8686388106554,84.0815677671588,14310361,16852542,13.4972856251755,"BP diastolic",-0.148730058234193,-0.0898646579902728,"Single","Single"
5,"Beta blockers - cardioselective",10,"Dihydropyridine calcium channel blockers (dCCB)",345345,227899,283842,199141,3004249,136.455630244995,143.273936557515,38731839,28531715,20.8621951595191,137.595804005107,141.199802725829,38731839,28531715,21.0162904575519,"BP systolic",-0.326825928929534,-0.171485958856572,"Single","Single"
5,"Beta blockers - cardioselective",10,"Dihydropyridine calcium channel blockers (dCCB)",345345,227899,283842,199141,3012888,80.4048449489505,84.6261794406978,22822272,16852542,14.0822095655496,81.1599699749255,82.7053580348848,22822272,16852542,14.1924421369075,"BP diastolic",-0.299763646613689,-0.108888100092407,"Single","Single"
4,"Angiotensin receptor blockers (ARBs)",13,"Non-dihydropyridine calcium channel blockers (ndCCB)",207086,51870,173207,41755,3012888,82.6160720987027,78.7041551909951,14309682,3286292,13.476147035777,81.7948313162873,80.9150186479678,14309682,3286292,13.2425291666698,"BP diastolic",0.290284522521319,0.0664384165023342,"Single","Single"
4,"Angiotensin receptor blockers (ARBs)",13,"Non-dihydropyridine calcium channel blockers (ndCCB)",207086,51870,173207,41755,3004249,139.504898762752,135.16867441025,24163225,5643968,20.1162264560742,138.957836822243,138.025773725056,24163225,5643968,19.8225003649124,"BP systolic",0.215558537381271,0.047020460589195,"Single","Single"
5,"Beta blockers - cardioselective",13,"Non-dihydropyridine calcium channel blockers (ndCCB)",345334,51870,283832,41755,3012888,80.4049120606556,78.7041551909951,22821487,3286292,14.045479042969,80.1820897025133,79.8802052064012,22821487,3286292,13.9969860270802,"BP diastolic",0.121089274666775,0.0215678214958558,"Single","Single"
5,"Beta blockers - cardioselective",13,"Non-dihydropyridine calcium channel blockers (ndCCB)",345334,51870,283832,41755,3004249,136.455914061839,135.16867441025,38730555,5643968,20.9391054614302,136.296406680661,136.439890714433,38730555,5643968,20.7708162764722,"BP systolic",0.0614753889061885,-0.00690796316632125,"Single","Single"
10,"Dihydropyridine calcium channel blockers (dCCB)",13,"Non-dihydropyridine calcium channel blockers (ndCCB)",227881,51870,199125,41755,3012888,84.6263502824859,78.7041551909951,16851222,3286292,14.0855160733775,83.4173577116498,81.7953509506272,16851222,3286292,14.2043259435223,"BP diastolic",0.420445730255074,0.11419104063592,"Single","Single"
10,"Dihydropyridine calcium channel blockers (dCCB)",13,"Non-dihydropyridine calcium channel blockers (ndCCB)",227881,51870,199125,41755,3004249,143.273807909605,135.16867441025,28529397,5643968,20.7083368549319,142.150661418141,139.094768541758,28529397,5643968,20.7098513356144,"BP systolic",0.391394710069338,0.14755745113089,"Single","Single"
1,"ACE inhibitors",13,"Non-dihydropyridine calcium channel blockers (ndCCB)",737034,51870,645448,41755,3012888,84.2174505149911,78.7041551909951,54357985,3286292,13.6911389674216,83.6746190766711,82.4574956610128,54357985,3286292,13.6083559478072,"BP diastolic",0.402690772266285,0.0894394165119086,"Single","Single"
1,"ACE inhibitors",13,"Non-dihydropyridine calcium channel blockers (ndCCB)",737034,51870,645448,41755,3004249,140.681236908318,135.16867441025,90802423,5643968,20.29550437013,140.317692707338,139.205107033724,90802423,5643968,19.9739216133136,"BP systolic",0.271614954599542,0.0557019144840002,"Single","Single"
13,"Non-dihydropyridine calcium channel blockers (ndCCB)",15,"Thiazide or thiazide-like diuretics",51870,234260,41755,204967,3012888,78.7041551909951,86.5889387072065,3286292,17747875,13.4298814539912,83.6088475479988,84.9817218146104,3286292,17747875,13.5556397737454,"BP diastolic",-0.58710745461332,-0.101276980616621,"Single","Single"
13,"Non-dihydropyridine calcium channel blockers (ndCCB)",15,"Thiazide or thiazide-like diuretics",51870,234260,41755,204967,3004249,135.16867441025,142.819190406261,5643968,29273221,19.7774233182115,139.639618931206,141.541780195685,5643968,29273221,19.6710104005222,"BP systolic",-0.38683077531973,-0.0966987066627188,"Single","Single"
5,"Beta blockers - cardioselective",15,"Thiazide or thiazide-like diuretics",345344,234274,283842,204981,3012888,80.4048449489505,86.5890936233114,22822272,17749119,13.4263611451079,82.0866963025605,83.4148131771435,22822272,17749119,13.8627773259054,"BP diastolic",-0.460604970142209,-0.0958045306044947,"Single","Single"
5,"Beta blockers - cardioselective",15,"Thiazide or thiazide-like diuretics",345344,234274,283842,204981,3004249,136.455630244995,142.819812567994,38731839,29275348,19.938730561895,138.120112486204,140.258408887148,38731839,29275348,20.4249288098802,"BP systolic",-0.319186936362001,-0.104690519161539,"Single","Single"
1,"ACE inhibitors",15,"Thiazide or thiazide-like diuretics",737065,234274,645475,204981,3012888,84.2173112823889,86.5890936233114,54360169,17749119,13.055210178352,84.6616159049867,85.2444731768504,54360169,17749119,13.2281699502984,"BP diastolic",-0.181673240684808,-0.0440618221608605,"Single","Single"
1,"ACE inhibitors",15,"Thiazide or thiazide-like diuretics",737065,234274,645475,204981,3004249,140.681027150548,142.819812567994,90806086,29275348,19.2616832209183,141.216021668031,141.893882317481,90806086,29275348,19.4512001520266,"BP systolic",-0.111038344516193,-0.0348492969149552,"Single","Single"
10,"Dihydropyridine calcium channel blockers (dCCB)",15,"Thiazide or thiazide-like diuretics",227898,234274,199140,204981,3012888,84.6262779953801,86.5890936233114,16852477,17749119,13.4681937938862,85.7479771455239,85.491210005296,16852477,17749119,13.5792015022318,"BP diastolic",-0.145737109071173,0.0189088541167719,"Single","Single"
10,"Dihydropyridine calcium channel blockers (dCCB)",15,"Thiazide or thiazide-like diuretics",227898,234274,199140,204981,3004249,143.274163904791,142.819812567994,28531617,29275348,19.6961486867186,143.742640136974,142.43692741878,28531617,29275348,19.810458923584,"BP systolic",0.0230680293910894,0.0659102710962312,"Single","Single"
4,"Angiotensin receptor blockers (ARBs)",15,"Thiazide or thiazide-like diuretics",207095,234274,173215,204981,3012888,82.6161764281384,86.5890936233114,14310361,17749119,12.8295969030401,83.8994065057724,84.9372821942518,14310361,17749119,12.9911552468147,"BP diastolic",-0.309668123262045,-0.0798909464755882,"Single","Single"
4,"Angiotensin receptor blockers (ARBs)",15,"Thiazide or thiazide-like diuretics",207095,234274,173215,204981,3004249,139.505071731663,142.819812567994,24164371,29275348,19.0724831105243,140.460486473801,141.585809562669,24164371,29275348,19.2019942194976,"BP systolic",-0.173797025648018,-0.058604490554653,"Single","Single"
4,"Angiotensin receptor blockers (ARBs)",2657,"ACE inhibitors & Angiotensin receptor blockers (ARBs)",207035,7390,173171,6615,3012888,82.6162867916683,83.5674981103553,14306745,552799,12.9517406818962,82.458492721785,83.3154326271547,14306745,552799,12.9071801315894,"BP diastolic",-0.0734427396324036,-0.0663924960086662,"Single","Combination"
4,"Angiotensin receptor blockers (ARBs)",2657,"ACE inhibitors & Angiotensin receptor blockers (ARBs)",207035,7390,173171,6615,3004249,139.505084569587,139.955857898715,24158235,925808,19.4720165241038,139.421492614996,140.808623818437,24158235,925808,19.3875706064529,"BP systolic",-0.0231498021054852,-0.0715474481872193,"Single","Combination"
15,"Thiazide or thiazide-like diuretics",2657,"ACE inhibitors & Angiotensin receptor blockers (ARBs)",234174,7390,204908,6615,3012888,86.5906699592012,83.5674981103553,17743121,552799,12.9036027022246,86.5555152883595,85.9670074494177,17743121,552799,12.9004220537652,"BP diastolic",0.23428897483993,0.0456192701672134,"Single","Combination"
15,"Thiazide or thiazide-like diuretics",2657,"ACE inhibitors & Angiotensin receptor blockers (ARBs)",234174,7390,204908,6615,3004249,142.820748823862,139.955857898715,29265114,925808,19.1215873300968,142.787572648297,142.592058610603,29265114,925808,18.9908596352926,"BP systolic",0.149824953111403,0.0102951652241382,"Single","Combination"
10,"Dihydropyridine calcium channel blockers (dCCB)",2657,"ACE inhibitors & Angiotensin receptor blockers (ARBs)",227830,7390,199093,6615,3004249,143.274575198525,139.955857898715,28524965,925808,20.0830146582775,143.278283280992,141.455790950029,28524965,925808,20.5618155827681,"BP systolic",0.165249956556818,0.0886347960678613,"Single","Combination"
10,"Dihydropyridine calcium channel blockers (dCCB)",2657,"ACE inhibitors & Angiotensin receptor blockers (ARBs)",227830,7390,199093,6615,3012888,84.6282340413777,83.5674981103553,16848889,552799,13.584391167555,84.6141706696972,83.4929649882322,16848889,552799,13.961499145079,"BP diastolic",0.0780849077399847,0.080306969173883,"Single","Combination"
13,"Non-dihydropyridine calcium channel blockers (ndCCB)",2657,"ACE inhibitors & Angiotensin receptor blockers (ARBs)",51843,7390,41737,6615,3012888,78.7046745094281,83.5674981103553,3284897,552799,13.5476443740332,79.0232765865269,79.7542999394118,3284897,552799,13.8975407038064,"BP diastolic",-0.358942371579207,-0.0526009146844715,"Single","Combination"
13,"Non-dihydropyridine calcium channel blockers (ndCCB)",2657,"ACE inhibitors & Angiotensin receptor blockers (ARBs)",51843,7390,41737,6615,3004249,135.169465941491,139.955857898715,5641568,925808,20.1621364422812,135.512586025092,138.079661032176,5641568,925808,20.3558126038622,"BP systolic",-0.237395078191561,-0.126110170939443,"Single","Combination"
1,"ACE inhibitors",2657,"ACE inhibitors & Angiotensin receptor blockers (ARBs)",736886,7390,645338,6615,3012888,84.2181848891589,83.5674981103553,54349195,552799,13.1753873823721,84.2724687050002,84.8420834439387,54349195,552799,13.2277225021686,"BP diastolic",0.0493865386967055,-0.0430621929697336,"Single","Combination"
1,"ACE inhibitors",2657,"ACE inhibitors & Angiotensin receptor blockers (ARBs)",736886,7390,645338,6615,3004249,140.681878333524,139.955857898715,90787362,925808,19.6570433677525,140.728482212941,141.486486535004,90787362,925808,19.5914741575922,"BP systolic",0.0369343660298605,-0.0386905199662427,"Single","Combination"
5,"Beta blockers - cardioselective",2657,"ACE inhibitors & Angiotensin receptor blockers (ARBs)",345231,7390,283757,6615,3012888,80.4046349517369,83.5674981103553,22815378,552799,13.5434560169648,80.2612300171027,80.8843943531443,22815378,552799,14.0856980803138,"BP diastolic",-0.233534420952564,-0.0442409266823958,"Single","Combination"
5,"Beta blockers - cardioselective",2657,"ACE inhibitors & Angiotensin receptor blockers (ARBs)",345231,7390,283757,6615,3004249,136.455135908541,139.955857898715,38720100,925808,20.3208268751398,136.322219880111,138.549567867345,38720100,925808,20.7668527318379,"BP systolic",-0.172272615267261,-0.107254961355716,"Single","Combination"
2657,"ACE inhibitors & Angiotensin receptor blockers (ARBs)",2660,"ACE inhibitors & Beta blockers - cardioselective",7390,111282,6615,92441,3012888,83.5674981103553,78.0573555024286,552799,7215700,13.6975574552708,78.5671041352644,78.2062003708142,552799,7215700,14.1475873899967,"BP diastolic",0.402271910588439,0.0255099158960083,"Combination","Combination"
2657,"ACE inhibitors & Angiotensin receptor blockers (ARBs)",2660,"ACE inhibitors & Beta blockers - cardioselective",7390,111282,6615,92441,3004249,139.955857898715,135.647613072122,925808,12539401,21.1928363367986,136.910724447091,135.790091003765,925808,12539401,21.9945785778382,"BP systolic",0.203287788294417,0.0509504394167054,"Combination","Combination"
4,"Angiotensin receptor blockers (ARBs)",2660,"ACE inhibitors & Beta blockers - cardioselective",207097,111334,173215,92478,3012888,82.6161764281384,78.0579056640498,14310361,7218639,13.6270277074953,80.8783786295164,80.3903909335566,14310361,7218639,13.6879471985912,"BP diastolic",0.334502201208664,0.0356509043233284,"Single","Combination"
4,"Angiotensin receptor blockers (ARBs)",2660,"ACE inhibitors & Beta blockers - cardioselective",207097,111334,173215,92478,3004249,139.505071731663,135.648975972664,24164371,12544546,21.1476496028156,138.296669484469,137.946564898218,24164371,12544546,21.2899609589521,"BP systolic",0.182341576081617,0.016444585639481,"Single","Combination"
10,"Dihydropyridine calcium channel blockers (dCCB)",2660,"ACE inhibitors & Beta blockers - cardioselective",227899,111334,199141,92478,3012888,84.6261794406978,78.0579056640498,16852542,7218639,14.2298994342278,82.5540324303167,81.3019040927675,16852542,7218639,14.6021809482683,"BP diastolic",0.461582585808656,0.0857494056528385,"Single","Combination"
10,"Dihydropyridine calcium channel blockers (dCCB)",2660,"ACE inhibitors & Beta blockers - cardioselective",227899,111334,199141,92478,3004249,143.273936557515,135.648975972664,28531715,12544546,21.7118820613022,141.528711632945,139.685004876682,28531715,12544546,22.1680109037609,"BP systolic",0.351188375255637,0.083169697284407,"Single","Combination"
15,"Thiazide or thiazide-like diuretics",2660,"ACE inhibitors & Beta blockers - cardioselective",234274,111330,204981,92476,3012888,86.5890936233114,78.0577663393745,17749119,7218470,13.5812063886623,86.5890936232922,78.0577663393818,17749119,7218470,13.5812619734736,"BP diastolic",0.628171536444577,0.628168965488881,"Single","Combination"
15,"Thiazide or thiazide-like diuretics",2660,"ACE inhibitors & Beta blockers - cardioselective",234274,111330,204981,92476,3004249,142.819812567994,135.648849431204,29275348,12544263,20.826219162118,142.819812567989,135.648849431212,29275348,12544263,20.8263068109097,"BP systolic",0.344323810335867,0.344322361227334,"Single","Combination"
1,"ACE inhibitors",2660,"ACE inhibitors & Beta blockers - cardioselective",737065,111330,645475,92476,3012888,84.2173112823889,78.0577663393745,54360169,7218470,13.8396684194272,83.1115610500775,82.5184597039608,54360169,7218470,14.026772456409,"BP diastolic",0.445064488276904,0.0422835223113405,"Single","Combination"
1,"ACE inhibitors",2660,"ACE inhibitors & Beta blockers - cardioselective",737065,111330,645475,92476,3004249,140.681027150548,135.648849431204,90806086,12544263,21.3185296074549,139.810014306036,139.618598061555,90806086,12544263,21.324173288682,"BP systolic",0.236047129516125,0.00897649075954373,"Single","Combination"
5,"Beta blockers - cardioselective",2660,"ACE inhibitors & Beta blockers - cardioselective",345345,111334,283842,92478,3012888,80.4048449489505,78.0579056640498,22822272,7218639,14.1902960168282,79.8185700864435,79.9115883996222,22822272,7218639,14.3063782147317,"BP diastolic",0.165390438798276,-0.00650187711960463,"Single","Combination"
5,"Beta blockers - cardioselective",2660,"ACE inhibitors & Beta blockers - cardioselective",345345,111334,283842,92478,3004249,136.455630244995,135.648975972664,38731839,12544546,21.9320871816177,136.016176475583,137.385328045568,38731839,12544546,22.0000605301652,"BP systolic",0.0367796400612422,-0.0622339910431999,"Single","Combination"
13,"Non-dihydropyridine calcium channel blockers (ndCCB)",2660,"ACE inhibitors & Beta blockers - cardioselective",51870,111324,41755,92470,3012888,78.7041551909951,78.0578133448686,3286292,7218006,14.1937510645771,78.0365798344908,78.5069918172418,3286292,7218006,14.2590805659858,"BP diastolic",0.0455370707282267,-0.0329903446841526,"Single","Combination"
13,"Non-dihydropyridine calcium channel blockers (ndCCB)",2660,"ACE inhibitors & Beta blockers - cardioselective",51870,111324,41755,92470,3004249,135.16867441025,135.649313290797,5643968,12543492,21.7861554018719,135.632571288312,136.206679252751,5643968,12543492,21.9616387886503,"BP systolic",-0.0220616658460739,-0.0261413990988644,"Single","Combination"
15,"Thiazide or thiazide-like diuretics",2663,"Angiotensin receptor blockers (ARBs) & Beta blockers - cardioselective",234274,33868,204981,27261,3012888,86.5890936233114,77.8031987087781,17749119,2120993,13.1394396240699,85.3297778409808,83.3126446127076,17749119,2120993,13.5690953132493,"BP diastolic",0.668665876620688,0.148656427101934,"Single","Combination"
15,"Thiazide or thiazide-like diuretics",2663,"Angiotensin receptor blockers (ARBs) & Beta blockers - cardioselective",234274,33868,204981,27261,3004249,142.819812567994,137.264333663475,29275348,3741963,20.4337120886928,141.974887917055,140.17192859071,29275348,3741963,20.3656010230485,"BP systolic",0.271878104203739,0.0885296399700864,"Single","Combination"
2660,"ACE inhibitors & Beta blockers - cardioselective",2663,"Angiotensin receptor blockers (ARBs) & Beta blockers - cardioselective",111330,33868,92476,27261,3004249,135.648849431204,137.264333663475,12544263,3741963,22.3831153739714,135.876404802047,136.807179912358,12544263,3741963,22.397216745268,"BP systolic",-0.07217423514468,-0.0415576239180394,"Combination","Combination"
2660,"ACE inhibitors & Beta blockers - cardioselective",2663,"Angiotensin receptor blockers (ARBs) & Beta blockers - cardioselective",111330,33868,92476,27261,3012888,78.0577663393745,77.8031987087781,7218470,2120993,13.9191516549438,77.8678783047667,78.2477918589347,7218470,2120993,14.0191343068219,"BP diastolic",0.0182890191088628,-0.0270996443755496,"Combination","Combination"
13,"Non-dihydropyridine calcium channel blockers (ndCCB)",2663,"Angiotensin receptor blockers (ARBs) & Beta blockers - cardioselective",51870,33866,41755,27259,3004249,135.16867441025,137.26541692652,5643968,3741718,21.4112383817775,135.677664147564,137.157030699725,5643968,3741718,21.40362740758,"BP systolic",-0.0979271950030643,-0.0691175623640373,"Single","Combination"
13,"Non-dihydropyridine calcium channel blockers (ndCCB)",2663,"Angiotensin receptor blockers (ARBs) & Beta blockers - cardioselective",51870,33866,41755,27259,3012888,78.7041551909951,77.8021204006016,3286292,2120808,13.7709808409345,78.2311466353053,78.6989208777085,3286292,2120808,13.9025654043471,"BP diastolic",0.0655025811750563,-0.0336466133262683,"Single","Combination"
10,"Dihydropyridine calcium channel blockers (dCCB)",2663,"Angiotensin receptor blockers (ARBs) & Beta blockers - cardioselective",227898,33868,199140,27261,3012888,84.6262779953801,77.8031987087781,16852477,2120993,13.8089050938718,83.5354170507229,82.2314122949277,16852477,2120993,14.1535356301375,"BP diastolic",0.494107189543219,0.0921327921073333,"Single","Combination"
10,"Dihydropyridine calcium channel blockers (dCCB)",2663,"Angiotensin receptor blockers (ARBs) & Beta blockers - cardioselective",227898,33868,199140,27261,3004249,143.274163904791,137.264333663475,28531617,3741963,21.3356678439009,142.46310658146,140.284754089066,28531617,3741963,21.3097201079146,"BP systolic",0.28167996827122,0.102223421113097,"Single","Combination"
2657,"ACE inhibitors & Angiotensin receptor blockers (ARBs)",2663,"Angiotensin receptor blockers (ARBs) & Beta blockers - cardioselective",7390,33854,6615,27253,3012888,83.5674981103553,77.8011961985836,552799,2120316,13.2586832344613,78.8948519718315,78.425867095612,552799,2120316,13.6531338500862,"BP diastolic",0.434907585451936,0.0343499801121905,"Combination","Combination"
2657,"ACE inhibitors & Angiotensin receptor blockers (ARBs)",2663,"Angiotensin receptor blockers (ARBs) & Beta blockers - cardioselective",7390,33854,6615,27253,3004249,139.955857898715,137.26510842843,925808,3740886,20.8053084697833,137.645344158354,137.52698147428,925808,3740886,21.429116607987,"BP systolic",0.129329948373179,0.00552345139741254,"Combination","Combination"
1,"ACE inhibitors",2663,"Angiotensin receptor blockers (ARBs) & Beta blockers - cardioselective",737065,33868,645475,27261,3012888,84.2173112823889,77.8031987087781,54360169,2120993,13.4064211713204,83.5681251022937,82.7618831441733,54360169,2120993,13.6513988041825,"BP diastolic",0.478435854852313,0.0590592927278229,"Single","Combination"
1,"ACE inhibitors",2663,"Angiotensin receptor blockers (ARBs) & Beta blockers - cardioselective",737065,33868,645475,27261,3004249,140.681027150548,137.264333663475,90806086,3741963,20.9352547096744,140.22111047972,139.447004314949,90806086,3741963,20.7828698405729,"BP systolic",0.163202862083824,0.0372473181379439,"Single","Combination"
4,"Angiotensin receptor blockers (ARBs)",2663,"Angiotensin receptor blockers (ARBs) & Beta blockers - cardioselective",207095,33868,173215,27261,3012888,82.6161764281384,77.8031987087781,14310361,2120993,13.1868181346517,81.6945193546434,81.0490083030644,14310361,2120993,13.2331890015676,"BP diastolic",0.364984006772112,0.0487797046881518,"Single","Combination"
4,"Angiotensin receptor blockers (ARBs)",2663,"Angiotensin receptor blockers (ARBs) & Beta blockers - cardioselective",207095,33868,173215,27261,3004249,139.505071731663,137.264333663475,24164371,3741963,20.7613116458757,138.936872783381,138.645302991843,24164371,3741963,20.5650119270509,"BP systolic",0.10792854066293,0.0141779539235296,"Single","Combination"
5,"Beta blockers - cardioselective",2663,"Angiotensin receptor blockers (ARBs) & Beta blockers - cardioselective",345344,33868,283842,27261,3012888,80.4048449489505,77.8031987087781,22822272,2120993,13.7681076920812,80.0579954168989,80.3441461465663,22822272,2120993,14.0328325071416,"BP diastolic",0.188961787513378,-0.0203915160764462,"Single","Combination"
5,"Beta blockers - cardioselective",2663,"Angiotensin receptor blockers (ARBs) & Beta blockers - cardioselective",345344,33868,283842,27261,3004249,136.455630244995,137.264333663475,38731839,3741963,21.5598104276403,136.318257165667,137.723408589035,38731839,3741963,21.5460963676712,"BP systolic",-0.0375097648095762,-0.0652160558177183,"Single","Combination"
4,"Angiotensin receptor blockers (ARBs)",2690,"ACE inhibitors & Dihydropyridine calcium channel blockers (dCCB)",207095,84667,173215,70011,3012888,82.6161764281384,81.183214066361,14310361,5683718,13.729000179004,82.0949025071317,82.1349886177773,14310361,5683718,13.7166126464174,"BP diastolic",0.104374851998975,-0.00292244970962704,"Single","Combination"
4,"Angiotensin receptor blockers (ARBs)",2690,"ACE inhibitors & Dihydropyridine calcium channel blockers (dCCB)",207095,84667,173215,70011,3004249,139.505071731663,139.882804130779,24164371,9793335,20.7755782657872,139.193583631754,140.25206419323,24164371,9793335,20.7873925370723,"BP systolic",-0.0181815588612779,-0.0509193521789052,"Single","Combination"
1,"ACE inhibitors",2690,"ACE inhibitors & Dihydropyridine calcium channel blockers (dCCB)",737065,84667,645475,70011,3012888,84.2173112823889,81.183214066361,54360169,5683718,13.9400646347691,83.6011006996013,83.9318487264659,54360169,5683718,14.1265987748719,"BP diastolic",0.217653023534792,-0.0234131394354415,"Single","Combination"
1,"ACE inhibitors",2690,"ACE inhibitors & Dihydropyridine calcium channel blockers (dCCB)",737065,84667,645475,70011,3004249,140.681027150548,139.882804130779,90806086,9793335,20.9494028740588,140.264278973244,141.738664748074,90806086,9793335,21.0662951992752,"BP systolic",0.0381024234708384,-0.0699879006196058,"Single","Combination"
13,"Non-dihydropyridine calcium channel blockers (ndCCB)",2690,"ACE inhibitors & Dihydropyridine calcium channel blockers (dCCB)",51870,84662,41755,70006,3004249,135.16867441025,139.882081535868,5643968,9792585,21.4249021877505,137.459252942939,139.020253079007,5643968,9792585,21.3476923863629,"BP systolic",-0.219996669497653,-0.0731226639308672,"Single","Combination"
13,"Non-dihydropyridine calcium channel blockers (ndCCB)",2690,"ACE inhibitors & Dihydropyridine calcium channel blockers (dCCB)",51870,84662,41755,70006,3012888,78.7041551909951,81.1831842984887,3286292,5683310,14.2914900919891,79.9375082388447,80.2830078996038,3286292,5683310,14.2623142438338,"BP diastolic",-0.173461905759092,-0.0242246563111928,"Single","Combination"
15,"Thiazide or thiazide-like diuretics",2690,"ACE inhibitors & Dihydropyridine calcium channel blockers (dCCB)",234274,84667,204981,70011,3012888,86.5890936233114,81.183214066361,17749119,5683718,13.6834990785724,85.2451430329536,84.8722792178824,17749119,5683718,14.1159541998338,"BP diastolic",0.395065584168872,0.0264143542684239,"Single","Combination"
15,"Thiazide or thiazide-like diuretics",2690,"ACE inhibitors & Dihydropyridine calcium channel blockers (dCCB)",234274,84667,204981,70011,3004249,142.819812567994,139.882804130779,29275348,9793335,20.4482072745819,141.883819628429,142.67786205104,29275348,9793335,20.8568217335157,"BP systolic",0.143631585780408,-0.0380711132672333,"Single","Combination"
5,"Beta blockers - cardioselective",2690,"ACE inhibitors & Dihydropyridine calcium channel blockers (dCCB)",345344,84667,283842,70011,3004249,136.455630244995,139.882804130779,38731839,9793335,21.573549005587,136.79488270621,139.322377182189,38731839,9793335,21.7161744224666,"BP systolic",-0.158859994936227,-0.116387648524542,"Single","Combination"
5,"Beta blockers - cardioselective",2690,"ACE inhibitors & Dihydropyridine calcium channel blockers (dCCB)",345344,84667,283842,70011,3012888,80.4048449489505,81.183214066361,22822272,5683718,14.2882491166503,80.4965256239148,80.828892468088,22822272,5683718,14.4632698321788,"BP diastolic",-0.0544761720667011,-0.0229800624637261,"Single","Combination"
